date,spent,recevied
2021-01-20,3080.03,4099.85
2019-01-28,2731.66,157.14
2016-06-13,208.72,808.68
2017-07-26,2386.5,2313.74
2016-08-20,3809.62,3886.62
2022-03-09,3394.23,1960.78
2017-07-18,,1624.08
2023-08-15,,2845.33
2019-10-19,3926.27,3388.94
2022-09-26,3422.64,4640.2
2020-11-13,1111.11,4206.0
2021-01-29,447.41,1011.51
2018-05-27,515.47,4148.49
2024-08-07,,1623.99
2024-11-07,3962.91,689.24
2020-06-30,3036.3,
2020-03-03,,2239.11
2020-09-02,1732.72,221.38
2020-05-24,1328.62,503.68
2022-09-17,1215.99,4231.28
2017-05-19,1607.29,3057.42
2020-11-26,2938.28,4757.38
2019-03-03,,455.94
2017-07-12,3265.92,
2017-04-12,3989.45,1645.06
2016-09-21,,2177.92
2018-02-16,2082.57,4248.0
2020-03-23,816.2,3430.72
2021-08-03,57.65,
2019-02-13,3285.18,2176.93
2018-12-25,3970.78,790.04
2022-10-23,3420.11,1926.04
2018-09-21,1274.79,1609.84
2022-04-01,,3921.54
2022-07-25,327.67,2016.58
2016-06-23,3483.28,1460.47
2018-02-28,,4696.47
2019-08-19,3773.66,2381.53
2020-08-25,816.59,1826.89
2022-05-13,339.21,3497.22
2017-05-30,2025.12,3528.08
2018-08-31,282.46,4462.66
2019-11-14,196.2,4881.62
2015-12-24,1712.1,1311.09
2022-06-06,3962.16,3498.85
2018-08-11,3139.46,2230.38
2020-04-14,2382.92,1009.75
2017-01-09,1398.92,2968.79
2016-07-10,788.58,
2018-10-23,619.97,1318.07
2019-04-02,327.81,3899.16
2017-11-18,3634.16,392.76
2020-12-31,3371.0,2385.01
2016-01-23,3945.06,3526.11
2019-05-01,417.78,1288.54
2022-03-28,,2217.54
2019-03-25,3196.12,483.41
2022-06-20,980.87,3417.86
2016-06-28,2260.72,2425.23
2022-12-30,2302.53,3455.66
2021-10-20,313.85,2581.98
2022-09-27,3072.71,2323.88
2020-07-22,,2249.03
2017-03-22,1124.09,4160.42
2019-10-07,3045.67,3639.21
2024-06-26,3408.26,4965.31
2024-05-15,2960.19,2910.31
2022-07-14,2642.24,4543.77
2021-07-12,817.32,
2016-07-23,429.93,55.98
2020-03-02,1249.72,2983.22
2019-03-03,1347.37,1214.76
2022-04-11,1569.8,
2024-09-23,465.04,4595.74
2018-01-14,3294.59,3893.87
2020-11-03,353.29,2954.92
2016-03-23,,3176.19
2016-08-03,264.75,2327.94
2019-07-19,278.45,3065.13
2023-06-25,2089.88,
2023-11-29,,4090.97
2017-06-01,1428.04,4950.33
2019-08-25,3019.06,3964.78
2021-03-07,598.69,3638.23
2023-12-30,,3828.72
2022-07-01,1557.82,4791.74
2018-01-16,1508.79,2398.82
2017-08-08,539.22,4757.72
2017-09-02,3856.59,2931.54
2023-04-18,1456.24,4923.96
2018-04-20,,1571.22
2020-09-27,1394.3,1364.01
2021-11-15,320.37,2860.87
2022-11-08,,1678.07
2016-01-10,859.65,4889.71
2023-09-11,204.65,4217.38
2024-07-16,2233.87,3611.43
2021-09-30,681.1,662.24
2021-11-13,849.32,1005.94
2019-05-02,2880.49,1548.75
2018-01-30,1915.55,599.15
2021-07-23,365.55,4646.8
2024-09-19,50.33,4186.39
2019-01-24,3880.17,
2020-04-25,765.9,404.29
2016-09-01,,2641.16
2019-05-14,1263.46,3686.52
2020-09-13,3891.4,4447.91
2016-12-29,,319.47
2018-02-07,1835.67,3856.54
2016-05-18,1578.74,2717.85
2020-12-25,3232.07,4368.56
2022-09-28,2155.75,3435.55
2018-06-20,3063.43,3473.27
2024-01-04,2452.57,3601.19
2024-11-29,3624.33,2428.43
2022-02-05,882.87,168.12
2019-06-17,2600.9,1752.16
2017-11-02,2675.69,619.17
2021-01-18,3209.67,1707.38
2017-09-14,1119.57,1558.66
2018-05-28,2809.73,3551.6
2021-07-04,1099.95,4732.88
2018-09-10,614.9,1831.81
2021-12-23,3105.52,4571.68
2023-03-22,792.29,3665.92
2021-05-15,,1613.29
2024-05-02,2044.62,3108.35
2024-08-13,1763.87,3459.46
2022-08-05,559.64,4952.07
2021-06-01,,757.99
2024-11-21,697.28,998.8
2018-05-04,117.87,1394.07
2018-07-19,63.43,4579.37
2017-06-24,661.41,4628.94
2019-02-13,2378.36,3320.93
2020-02-15,1838.68,461.3
2018-01-07,126.56,3469.59
2017-12-09,3299.75,
2021-06-24,3327.0,2166.56
2016-12-23,2215.11,1114.99
2023-04-22,80.0,529.21
2021-07-03,2200.79,4489.61
2018-03-03,2255.38,4004.66
2020-11-08,1953.77,4437.59
2017-12-06,,3373.59
2022-03-25,859.54,
2023-06-20,,3062.08
2023-02-09,3220.48,3685.62
2020-03-05,3556.08,3570.09
2021-12-09,,4189.38
2024-07-31,2094.13,2391.09
2019-12-21,3397.99,2291.44
2017-12-31,2921.59,868.76
2017-06-08,,191.24
2020-03-22,559.05,3605.25
2016-05-27,2857.58,905.27
2022-05-11,2409.16,2427.93
2020-08-03,428.1,3365.71
2018-12-02,627.3,2244.86
2016-05-31,823.87,4504.15
2023-01-08,,4640.35
2023-02-05,,
2016-02-04,3256.43,4239.99
2019-11-17,3523.08,1763.95
2021-06-14,3220.75,4565.96
2022-06-09,2708.1,4498.29
2021-06-18,146.64,
2017-11-08,1347.12,2390.27
2023-06-17,3315.05,2851.16
2016-05-02,3728.15,2330.43
2022-12-08,1818.0,4746.43
2022-02-19,,777.33
2018-09-19,332.06,1607.36
2021-08-20,,2137.86
2023-06-27,1992.79,2995.89
2021-06-10,122.94,4932.67
2024-06-07,1058.86,3396.4
2018-05-05,3880.24,361.38
2016-08-21,863.72,2554.48
2019-03-21,725.61,605.98
2021-03-17,3420.49,3713.56
2017-05-12,317.29,2712.33
2020-06-01,370.28,3909.64
2023-05-18,,3528.69
2017-08-05,1818.57,2116.01
2019-03-03,1374.22,3961.97
2024-03-11,2108.66,
2021-03-08,324.4,3241.89
2020-04-23,2862.96,2341.26
2020-11-04,1619.38,1853.46
2016-10-29,949.49,4798.93
2021-09-23,,2101.38
2023-07-13,3795.65,3205.71
2023-10-31,541.31,1219.83
2017-12-04,,859.09
2016-03-28,,4656.85
2023-01-16,2368.85,2534.96
2016-06-22,2228.22,1468.66
2022-07-21,3320.56,
2017-10-11,192.02,2395.56
2024-07-02,1800.96,4258.04
2024-04-09,3976.53,2128.34
2020-11-03,3240.98,4979.51
2016-02-10,562.05,1555.25
2022-01-17,3900.89,2574.73
2021-04-19,2386.39,4303.05
2016-06-24,1140.36,408.4
2021-04-21,2869.51,3899.39
2021-10-16,184.53,4095.96
2023-01-31,,4584.09
2021-01-17,934.35,1025.7
2018-09-24,938.06,4917.36
2023-06-13,2068.52,3469.47
2019-10-17,225.22,3867.68
2017-09-25,1977.42,1003.03
2022-04-06,3161.47,4310.16
2021-04-28,400.24,2118.68
2022-12-15,2141.98,488.46
2017-08-19,142.58,702.85
2020-03-15,1331.75,
2024-01-17,1151.73,3214.5
2016-09-01,,1845.97
2023-03-05,1796.0,4532.04
2022-08-06,,462.44
2022-01-17,2243.34,2334.21
2017-03-29,3523.06,4680.96
2018-06-18,2340.59,1121.78
2022-05-19,819.99,2522.13
2022-06-10,,533.03
2017-06-26,3899.97,3225.18
2018-02-15,2082.37,1678.04
2016-02-15,1202.97,3790.86
2020-08-10,1564.46,4938.53
2023-04-30,1164.61,2085.66
2019-10-15,3986.23,477.17
2017-04-13,452.64,4611.6
2024-04-28,1087.75,3685.62
2017-02-18,1833.97,2800.11
2022-04-25,3316.77,1747.14
2018-03-06,1829.1,137.94
2020-03-05,,716.43
2016-09-26,2727.55,538.99
2022-07-16,545.95,1902.03
2021-08-29,3542.03,3456.78
2021-10-25,,1598.6
2017-02-12,394.76,724.51
2023-06-22,2241.05,2796.74
2020-07-23,,4180.39
2017-03-03,2230.06,3125.66
2017-11-18,1479.14,3144.23
2019-07-29,569.85,3482.8
2018-07-07,140.58,2977.08
2019-06-05,3516.6,
2016-10-15,3508.96,3101.78
2018-12-31,2178.55,1251.97
2024-04-05,1410.11,1324.49
2018-04-28,1535.03,
2020-10-14,3988.35,564.52
2021-11-27,994.65,4740.42
2021-04-25,2819.76,2089.13
2021-02-12,805.3,2101.42
2019-06-09,1166.44,1466.13
2024-06-25,674.83,1529.08
2017-07-31,440.01,4483.88
2016-03-17,3153.05,620.21
2018-10-11,,2708.17
2024-08-23,3433.3,2052.13
2022-01-31,2750.07,2719.74
2020-05-08,,
2016-04-01,575.74,2527.01
2018-02-23,,2869.08
2016-11-02,2823.55,2137.8
2023-05-17,1893.1,202.74
2016-11-10,3122.06,3318.83
2018-04-01,1403.41,4741.15
2018-08-21,1781.8,4154.64
2016-03-04,607.32,1560.63
2022-10-04,,695.36
2024-07-30,3911.62,2059.16
2021-04-21,1789.73,3174.72
2017-07-23,1698.45,4763.91
2022-04-14,299.25,3289.79
2023-05-27,2578.02,2307.32
2017-11-17,,3565.04
2018-05-04,394.2,364.98
2023-04-15,3363.59,4173.78
2024-08-19,510.29,1441.28
2019-06-17,2301.81,592.19
2017-09-07,2849.24,3137.92
2023-06-20,732.63,522.48
2018-12-10,3034.89,3924.74
2016-04-02,2928.78,4670.91
2020-01-24,1886.67,108.01
2020-10-07,2294.26,
2021-02-13,2669.07,2416.43
2023-05-22,149.62,1137.44
2023-07-30,,4707.09
2017-07-28,2271.75,1880.2
2016-11-13,,122.77
2017-08-10,1358.65,3258.77
2021-01-30,1097.18,3872.44
2015-12-27,3142.86,4837.99
2022-02-20,2635.44,2346.9
2021-05-02,759.31,4596.28
2018-02-27,1533.93,3874.05
2020-09-06,797.36,3324.78
2018-08-31,761.51,3699.64
2016-01-01,1243.02,2996.6
2018-12-28,1920.0,3397.92
2021-11-29,3684.74,347.27
2018-02-17,2228.01,4305.03
2022-05-23,2416.36,2888.58
2017-12-29,894.92,2770.56
2021-11-17,,4175.13
2023-11-26,2292.25,4072.42
2023-06-16,3184.2,3081.71
2017-11-13,2084.58,2857.26
2020-04-04,186.68,3583.84
2023-04-26,1495.2,1638.75
2017-11-22,900.99,3451.25
2023-03-10,,3611.24
2016-09-21,3993.06,2599.73
2017-12-06,,2308.03
2019-06-29,3469.9,1164.28
2016-03-10,2493.4,3649.46
2022-10-05,2935.94,3298.13
2021-03-16,3017.44,4459.51
2022-08-11,650.53,3307.5
2016-05-02,2763.9,3169.88
2024-02-28,729.4,3600.41
2018-09-18,1492.22,4244.73
2024-02-23,3889.82,3173.26
2022-04-14,1106.61,2433.19
2016-04-11,916.76,
2019-06-22,3714.99,257.32
2021-11-19,,4711.25
2018-12-24,1172.25,2836.69
2023-09-06,1765.41,1540.38
2024-06-06,3494.76,2088.89
2024-01-28,1817.18,2051.93
2019-07-16,,3283.35
2022-12-21,941.85,2293.99
2022-04-18,1762.68,3576.34
2021-07-13,3876.72,
2016-06-04,663.16,4539.41
2022-06-28,1173.5,4451.04
2023-06-12,3876.34,3234.95
2018-11-29,,2442.17
2017-06-14,731.28,886.43
2017-09-04,3522.94,4052.64
2020-04-25,3541.2,3722.23
2016-08-23,1233.21,200.65
2016-11-09,1696.21,72.22
2020-10-04,,2363.98
2017-02-26,2203.19,1348.7
2019-09-25,1664.77,1481.2
2024-04-11,2988.34,149.93
2023-06-27,2162.25,2096.78
2020-03-25,1048.39,4742.22
2024-02-29,84.94,4180.08
2024-03-17,671.03,331.28
2021-05-12,2572.46,4446.57
2023-05-22,3974.53,825.31
2017-05-17,732.88,560.33
2016-05-07,558.56,
2018-08-20,3722.23,1063.63
2023-08-08,2356.14,1013.36
2022-06-09,,4113.17
2019-10-27,2947.35,
2016-01-23,2817.28,
2022-01-07,1029.02,687.53
2019-07-28,3771.33,3556.82
2022-07-16,,3403.19
2021-01-03,1226.18,3079.98
2017-08-13,,110.45
2020-03-23,3434.21,1009.6
2021-02-08,620.3,4717.07
2018-03-06,1707.85,4296.42
2020-03-10,2108.2,4997.21
2021-11-10,2262.42,560.81
2020-03-09,1561.24,4235.53
2022-03-02,1066.91,691.58
2018-03-17,2796.68,284.67
2020-12-15,1254.62,4681.59
2019-09-15,951.02,785.32
2020-07-20,1168.87,1158.67
2019-01-04,,2039.3
2019-01-10,2235.77,3368.7
2018-03-17,2899.32,4625.99
2023-01-09,897.55,1507.92
2023-08-11,3094.51,3214.52
2017-01-18,,2453.66
2018-04-18,3889.03,
2020-01-15,3894.16,2461.68
2020-03-09,615.89,4368.7
2017-03-07,1813.53,4276.38
2021-07-12,490.04,4054.83
2017-04-09,2114.88,
2016-05-01,1844.12,4546.88
2016-08-24,579.09,4762.95
2020-09-10,2161.96,
2016-06-01,3066.93,4946.02
2020-09-18,3020.29,4071.65
2018-08-22,2253.79,4230.3
2017-08-03,,
2016-05-13,1514.13,3535.59
2018-06-03,2374.2,3319.03
2017-06-19,734.8,4783.95
2021-04-28,2925.28,2537.13
2017-10-15,3904.09,4708.22
2024-05-19,1019.56,465.76
2016-02-22,1880.22,4670.91
2022-03-29,3284.56,4705.19
2024-05-29,3908.36,3969.16
2022-12-25,1007.05,2962.1
2022-09-24,1305.31,2421.09
2016-02-05,1467.99,2393.28
2020-12-07,1882.75,2418.94
2024-08-07,3782.37,596.28
2021-12-12,3316.75,
2021-07-21,3113.18,361.06
2023-07-13,,2937.4
2019-01-27,2023.93,2482.45
2020-01-06,1393.67,430.69
2019-02-17,116.79,4670.87
2018-04-05,1688.55,1911.28
2019-03-11,3018.61,
2018-09-14,145.18,712.59
2015-12-18,,812.76
2021-04-18,1026.97,4011.34
2019-10-26,2788.25,4422.34
2016-06-01,2317.25,2437.64
2020-02-13,220.1,1570.75
2018-12-30,3360.04,1293.64
2018-10-12,167.93,
2017-12-04,2968.37,4595.65
2018-12-05,2684.73,
2020-09-08,2478.29,1158.85
2022-11-01,635.73,3324.93
2018-07-22,1328.33,4583.63
2017-10-21,3036.88,2416.8
2019-04-03,1548.79,1573.27
2020-08-14,1540.7,3523.34
2019-03-31,,4120.93
2020-08-30,33.18,3314.63
2018-01-02,1841.36,1404.35
2019-05-12,3414.46,248.24
2021-09-25,1944.57,3224.74
2016-09-17,2377.89,3503.09
2018-02-15,1796.42,367.04
2024-05-13,3042.37,1901.48
2016-04-28,1749.57,2919.61
2018-04-27,350.45,2880.5
2016-11-18,3962.05,
2018-12-15,1078.06,1451.89
2020-05-22,1627.8,3647.42
2017-05-25,3950.61,4528.9
2020-03-03,3536.16,1311.89
2018-04-23,887.18,4975.92
2021-12-06,2082.27,3798.29
2024-02-25,,3491.21
2021-12-07,1827.36,3960.88
2017-10-28,352.35,276.34
2017-11-24,1218.68,3571.12
2023-06-10,2611.3,3147.79
2023-07-31,,2907.44
2022-07-17,3058.73,
2021-09-27,3387.85,2476.69
2024-01-16,3593.58,2414.68
2023-03-14,154.74,3898.42
2024-02-12,2517.46,1198.29
2015-12-19,1173.87,2873.94
2021-08-01,959.62,3719.62
2024-02-08,2401.4,4117.77
2017-04-03,968.64,1448.26
2018-02-03,1135.35,4248.05
2022-03-27,1174.86,4717.04
2020-12-06,3882.92,4367.94
2023-02-06,1309.3,1109.14
2019-02-14,,3191.23
2017-10-25,1354.28,2450.76
2020-09-20,193.16,127.0
2018-06-22,593.24,2345.16
2018-08-03,896.25,685.48
2021-04-06,877.86,
2019-09-28,3815.77,111.27
2020-02-12,1012.98,1446.13
2021-07-10,1507.07,2570.73
2016-05-09,2066.67,1213.1
2020-03-27,2175.9,1070.61
2016-03-05,2247.23,3512.76
2023-01-02,2611.95,4346.47
2018-02-06,3824.63,3669.18
2021-06-18,2519.77,4625.82
2022-03-06,2686.44,2070.75
2018-04-12,2171.8,165.77
2020-07-20,2499.39,3171.45
2017-09-09,,4759.97
2017-02-07,1132.97,2390.19
2024-04-17,1379.35,526.08
2023-03-30,3493.02,
2023-01-12,2115.81,1125.09
2019-08-02,,620.7
2020-11-28,2598.56,2651.99
2023-06-13,1924.49,395.14
2022-06-28,2714.62,1660.0
2019-05-12,,1647.23
2021-03-06,3229.14,2794.4
2019-11-24,3539.72,575.27
2017-10-31,,4655.48
2016-06-13,2955.36,4633.64
2021-09-21,905.12,3093.61
2023-09-17,1176.61,625.1
2021-07-05,3614.73,3218.35
2021-03-22,879.32,2883.51
2018-08-08,3713.77,3991.7
2024-06-02,3945.73,4127.8
2021-02-26,2013.41,3610.84
2018-11-06,3208.02,1230.34
2018-09-06,3165.34,1643.25
2022-09-16,2623.86,3641.06
2016-01-10,351.41,4831.73
2022-04-21,3888.22,196.68
2020-10-20,843.43,3917.02
2022-07-21,2200.62,1380.59
2017-10-23,334.35,210.13
2024-10-13,2020.91,1380.9
2017-08-06,3853.88,202.28
2019-07-22,3566.94,4824.75
2022-06-08,3364.29,2213.42
2022-01-03,2911.51,2733.67
2023-06-22,528.98,2763.8
2023-06-29,3245.75,2408.92
2022-03-10,1985.73,2511.09
2024-02-12,465.8,329.2
2024-12-07,878.44,358.37
2018-12-27,2280.03,695.22
2016-09-30,1786.72,1106.96
2024-10-16,2984.22,2720.03
2018-12-03,2978.9,1648.61
2017-02-20,,3998.51
2017-11-10,,4696.75
2016-05-19,,877.69
2016-02-08,3870.17,
2017-08-07,3234.54,2058.34
2016-07-22,3093.97,714.03
2021-07-16,1355.55,860.27
2017-11-29,,1952.82
2016-12-14,1944.57,4830.3
2016-07-06,,2075.4
2022-05-02,,2697.99
2021-11-24,2829.29,
2022-08-26,,4328.83
2023-06-26,3401.32,1559.12
2022-04-18,1156.08,4185.79
2021-10-21,2824.66,2193.05
2019-11-20,1451.06,4744.05
2018-11-15,3916.87,3807.67
2024-08-16,1744.56,1716.74
2023-03-26,1448.4,4175.3
2023-07-27,,492.52
2016-06-28,2652.34,3107.48
2016-11-01,2062.77,1352.83
2017-03-22,2412.37,1249.68
2021-11-15,,2501.08
2019-10-03,2573.37,4853.36
2016-03-30,2330.85,1654.68
2016-06-15,2461.36,1352.45
2016-05-17,3442.85,724.46
2022-11-15,1646.46,1324.93
2023-07-08,2694.2,1734.17
2022-02-12,1565.58,2148.16
2017-05-16,3665.63,
2022-12-19,485.23,1772.68
2016-04-12,,3581.37
2016-07-13,653.24,312.52
2024-05-15,1592.23,4765.96
2023-06-22,3308.71,
2019-07-15,1026.24,3325.81
2018-08-03,,1498.27
2022-03-02,,3820.18
2016-05-01,3674.29,3295.85
2019-01-12,3845.88,4913.46
2022-10-02,222.98,3635.16
2019-05-21,,436.27
2018-02-02,3572.13,2875.46
2016-07-02,1543.96,4663.04
2016-04-02,3262.7,
2017-09-19,2431.53,1386.37
2016-10-03,1612.59,1339.13
2017-06-25,1673.13,4082.6
2017-10-28,3632.24,1431.96
2017-12-09,3985.07,3934.94
2018-02-13,3491.97,3089.19
2023-07-14,1615.02,
2019-07-03,,2909.55
2018-01-30,2832.87,155.85
2020-01-08,1431.47,
2017-02-26,1086.62,3222.32
2021-08-14,881.31,2951.16
2018-11-30,3638.77,1904.19
2018-10-07,,2806.69
2017-03-06,3127.89,1016.94
2020-07-21,3382.11,1468.71
2021-12-13,500.42,500.59
2022-05-01,3011.56,3905.84
2018-04-05,263.98,505.8
2020-05-04,,959.64
2020-05-07,2891.3,4859.19
2019-11-10,1975.16,4491.87
2021-06-06,,3498.81
2021-05-27,,3244.54
2018-08-04,480.63,2249.37
2017-11-03,,4770.65
2024-11-12,3078.69,4063.79
2020-07-10,2205.2,2724.94
2020-09-11,429.2,3920.22
2016-12-14,3684.58,
2023-07-24,734.21,2851.45
2020-08-26,647.16,3993.99
2022-08-03,3737.96,315.21
2021-03-17,3307.7,314.15
2023-06-30,1519.79,1812.01
2021-04-03,294.75,3239.55
2019-02-10,,1432.82
2019-06-26,1236.87,1058.97
2021-03-14,2380.98,539.05
2018-05-30,2618.71,4709.34
2019-11-07,556.28,2804.38
2023-09-10,346.5,143.26
2023-12-22,926.53,2099.5
2017-07-11,2868.38,4129.99
2016-04-16,2607.67,4622.88
2024-06-29,3036.12,1269.39
2020-05-28,1586.83,1622.49
2019-01-17,2358.17,765.12
2019-05-27,152.79,685.52
2022-12-19,2468.42,4064.88
2023-11-09,103.31,1756.11
2022-03-14,1261.59,1500.97
2024-08-01,2808.17,3675.61
2023-03-28,2045.55,2671.26
2023-03-06,611.35,3870.52
2017-02-25,2578.91,4955.29
2022-05-31,,280.28
2018-10-02,1962.46,
2020-07-30,3514.72,357.09
2024-05-20,3929.98,1615.88
2016-08-29,3994.93,4819.92
2023-08-24,1485.08,1327.57
2019-07-02,1515.0,3480.16
2017-11-22,1781.28,632.01
2021-08-05,1580.91,387.59
2023-06-10,671.5,867.18
2020-06-05,367.58,795.32
2020-12-11,698.37,1645.15
2024-10-15,1098.75,637.17
2021-02-15,2266.23,1524.04
2022-09-03,2625.23,3658.57
2023-11-25,2058.25,554.88
2021-12-26,2069.16,1460.69
2024-09-23,2190.98,3347.29
2018-11-08,797.32,730.86
2020-06-20,1741.74,2404.59
2023-03-17,703.11,678.11
2016-08-31,1670.2,3098.08
2018-10-10,3106.67,2500.25
2017-09-21,2940.9,2027.2
2021-11-06,107.1,336.53
2021-12-10,1466.48,4290.37
2019-10-01,3335.24,1570.89
2017-09-19,2315.97,4257.68
2020-02-05,745.34,190.26
2021-10-22,171.56,4953.0
2018-11-01,708.07,478.24
2023-08-31,1036.45,3382.77
2016-04-21,3968.73,3926.46
2017-01-30,,
2023-02-15,3566.17,1920.42
2023-11-29,234.0,1744.23
2020-08-14,975.76,4112.31
2022-01-07,2772.44,3932.34
2024-03-30,1105.86,2796.75
2017-09-29,,4084.48
2016-04-10,2546.01,1483.33
2017-02-25,1791.81,2550.02
2021-01-15,2786.43,1379.3
2020-01-25,3739.55,1430.04
2017-07-03,170.25,4193.53
2023-09-12,1982.02,2920.88
2019-01-20,1852.08,4439.98
2017-02-04,2756.24,2193.63
2023-01-18,,1240.28
2017-10-06,1343.32,3883.03
2016-10-03,235.35,
2023-02-03,608.04,2996.82
2016-05-04,466.58,
2019-05-18,3700.57,2537.81
2016-10-28,65.72,2799.81
2023-07-05,2761.32,198.88
2018-01-09,481.84,
2023-02-12,139.75,3884.62
2020-02-01,1000.34,275.24
2018-01-29,2240.65,3940.87
2017-11-04,3990.99,1226.99
2019-10-08,2668.68,4386.67
2021-02-08,1884.75,983.52
2020-02-16,2149.71,2527.08
2021-10-22,3597.8,
2015-12-30,3301.51,3294.48
2019-01-25,1464.36,548.34
2022-01-06,3901.55,
2017-05-18,496.8,4793.66
2024-06-09,2586.29,66.4
2019-09-04,883.68,2562.32
2018-08-28,948.21,2072.73
2023-03-03,2723.4,2955.8
2016-08-06,,
2020-12-09,1552.51,1522.23
2019-12-24,2744.45,3883.51
2016-06-18,2973.42,2962.93
2022-11-27,2963.18,2986.74
2020-09-12,2596.89,2182.68
2020-09-30,3399.65,4657.99
2020-02-22,1731.23,1625.79
2022-08-03,3758.46,4472.88
2018-03-20,1870.88,161.45
2017-05-06,545.88,2409.02
2017-03-09,2039.11,2658.41
2018-11-05,605.44,3689.16
2016-02-04,3062.24,438.29
2019-08-15,1948.77,2070.78
2018-07-31,2247.68,2249.58
2019-08-30,1928.23,3669.34
2016-04-07,1764.31,435.33
2023-07-23,2692.44,3218.48
2017-12-19,,522.62
2022-04-13,2216.19,3693.28
2021-04-16,3375.9,2920.95
2017-08-12,1508.16,1768.02
2017-01-22,107.88,2421.18
2020-10-02,3074.51,276.87
2020-09-05,,4002.69
2020-03-24,3619.43,101.93
2021-04-21,557.18,1343.82
2022-11-01,1884.78,410.08
2022-02-28,,4625.25
2019-07-26,3629.01,4888.68
2017-10-13,2857.67,4704.98
2019-03-21,2211.07,2745.75
2022-09-18,2730.62,4019.9
2021-09-22,214.32,949.85
2016-12-22,,4603.05
2017-06-14,3843.71,4246.45
2022-12-20,2542.61,2997.16
2024-09-07,3423.19,845.79
2021-06-11,444.64,
2020-10-16,871.37,4855.35
2022-02-08,179.94,1210.38
2019-09-02,1365.41,2668.53
2017-09-11,,606.79
2022-05-24,722.88,1819.85
2018-05-28,,2037.83
2016-07-15,,3967.86
2024-06-14,3907.18,78.87
2020-04-14,3047.45,4332.83
2023-11-18,3118.55,4200.19
2022-06-11,3740.7,3032.91
2020-02-26,2226.07,2063.42
2020-10-01,1400.16,2102.78
2019-01-05,3610.24,563.8
2023-01-14,1287.8,590.35
2018-09-24,2438.44,140.01
2020-06-05,437.2,1572.65
2020-09-11,492.73,4074.74
2017-05-17,2833.55,1949.77
2023-07-29,3445.69,84.36
2017-10-13,,2121.31
2023-07-15,485.28,1987.68
2022-10-30,1874.5,1271.31
2019-09-20,310.55,3881.46
2023-07-04,,114.28
2020-04-22,309.18,4147.27
2019-10-29,3592.58,3539.09
2021-11-27,2965.21,2982.62
2022-06-22,2193.53,2597.12
2018-11-23,,4252.55
2016-03-23,3573.8,1617.32
2024-11-17,908.19,511.97
2018-06-18,2385.41,2822.76
2020-02-01,3301.86,960.82
2018-05-04,2044.65,2357.02
2021-02-21,3238.86,48.46
2021-03-03,2070.36,231.79
2016-04-22,1399.87,2707.05
2020-06-22,1267.75,3268.22
2024-02-10,2278.29,793.58
2016-01-30,1190.81,1068.19
2021-03-22,2842.41,2657.95
2019-01-10,2472.21,1458.53
2021-04-18,3563.7,4684.86
2022-12-11,3683.56,3534.08
2020-07-01,2255.91,2778.59
2024-11-25,2623.02,1765.51
2022-09-16,,3213.85
2018-06-18,223.06,777.48
2024-10-12,3530.85,125.91
2019-01-07,845.22,1847.65
2022-05-17,913.61,4428.4
2023-09-13,3241.04,2512.02
2020-10-30,1632.77,1088.71
2023-09-15,621.51,717.44
2017-09-18,1167.61,2768.15
2019-03-29,3032.84,
2021-11-04,1852.93,4396.84
2016-07-24,1699.4,3111.45
2022-09-16,3137.54,1695.93
2020-01-24,3381.07,1064.24
2019-12-11,,2279.07
2024-11-05,2087.5,4563.91
2021-10-24,3066.36,3738.59
2017-05-12,459.16,3855.06
2018-12-28,,1664.91
2021-03-20,3993.96,4131.12
2019-06-01,796.63,3322.93
2016-06-19,,2004.71
2018-12-21,203.97,2514.65
2024-07-24,2891.2,4473.94
2024-05-07,,124.34
2021-07-18,3851.48,1609.69
2017-02-20,1772.78,2656.34
2016-12-06,3088.67,1199.17
2021-04-04,,521.6
2021-03-26,2976.51,4258.8
2020-07-27,3219.15,
2023-06-18,3761.81,1545.32
2021-11-18,3730.41,66.75
2021-06-09,988.99,3863.74
2020-07-04,1010.99,856.82
2018-03-07,3446.94,4858.08
2021-04-23,2953.72,3128.75
2019-06-03,,1820.84
2020-05-26,59.55,861.57
2024-07-30,2169.14,4080.89
2016-03-14,3790.57,2743.76
2022-02-24,,1798.26
2021-05-04,2514.32,2226.6
2024-11-20,2808.69,2214.01
2021-11-10,2561.65,532.08
2020-07-07,3633.86,1873.8
2022-02-10,,3213.28
2020-11-22,323.86,1600.22
2024-01-28,2870.03,4926.08
2022-02-22,3383.24,942.82
2024-03-14,,2569.12
2018-01-05,853.91,3480.56
2017-11-22,3357.01,1473.28
2018-02-13,71.46,1636.83
2023-06-13,682.83,3012.1
2019-05-23,1380.6,3982.7
2024-06-03,3072.43,1149.77
2019-10-31,2930.95,2958.22
2018-01-03,,4351.89
2022-12-24,,4394.83
2017-12-09,1507.23,3703.78
2016-02-14,1044.53,763.56
2024-08-13,1966.53,4424.69
2021-09-17,2166.89,1977.46
2021-07-27,3172.66,2502.65
2020-05-22,3215.55,620.81
2024-11-24,356.19,1595.32
2020-10-22,2830.52,1381.43
2023-12-28,,1814.42
2018-10-19,1909.39,447.95
2020-07-07,3513.52,4049.16
2016-08-08,1120.59,4566.74
2020-12-03,171.31,4542.02
2023-08-21,1397.88,3077.8
2024-06-09,2533.74,2535.91
2023-07-22,2319.11,2325.08
2024-09-01,2686.55,613.06
2017-09-12,145.66,1943.99
2021-01-08,3666.15,3362.29
